x0,x1,y
-1.0,-1.0,-2.0
-0.9,-1.0,-2.19
-0.8,-1.0,-2.36
-0.7000000000000001,-1.0,-2.51
-0.6000000000000001,-1.0,-2.6399999999999997
-0.5000000000000001,-1.0,-2.75
-0.40000000000000013,-1.0,-2.84
-0.30000000000000016,-1.0,-2.91
-0.20000000000000018,-1.0,-2.96
-0.1000000000000002,-1.0,-2.99
-2.220446049250313e-16,-1.0,-3.0
0.09999999999999964,-1.0,-2.99
0.19999999999999973,-1.0,-2.96
0.2999999999999998,-1.0,-2.91
0.3999999999999997,-1.0,-2.8400000000000003
0.49999999999999956,-1.0,-2.7500000000000004
0.5999999999999996,-1.0,-2.6400000000000006
0.6999999999999997,-1.0,-2.5100000000000007
0.7999999999999996,-1.0,-2.3600000000000008
0.8999999999999995,-1.0,-2.190000000000001
0.9999999999999996,-1.0,-2.000000000000001
-1.0,-0.9,-1.71
-0.9,-0.9,-1.9
-0.8,-0.9,-2.07
-0.7000000000000001,-0.9,-2.2199999999999998
-0.6000000000000001,-0.9,-2.35
-0.5000000000000001,-0.9,-2.46
-0.40000000000000013,-0.9,-2.55
-0.30000000000000016,-0.9,-2.62
-0.20000000000000018,-0.9,-2.67
-0.1000000000000002,-0.9,-2.7
-2.220446049250313e-16,-0.9,-2.71
0.09999999999999964,-0.9,-2.7
0.19999999999999973,-0.9,-2.67
0.2999999999999998,-0.9,-2.62
0.3999999999999997,-0.9,-2.5500000000000003
0.49999999999999956,-0.9,-2.4600000000000004
0.5999999999999996,-0.9,-2.3500000000000005
0.6999999999999997,-0.9,-2.2200000000000006
0.7999999999999996,-0.9,-2.0700000000000007
0.8999999999999995,-0.9,-1.900000000000001
0.9999999999999996,-0.9,-1.7100000000000009
-1.0,-0.8,-1.4400000000000002
-0.9,-0.8,-1.6300000000000001
-0.8,-0.8,-1.8
-0.7000000000000001,-0.8,-1.9500000000000002
-0.6000000000000001,-0.8,-2.08
-0.5000000000000001,-0.8,-2.19
-0.40000000000000013,-0.8,-2.2800000000000002
-0.30000000000000016,-0.8,-2.35
-0.20000000000000018,-0.8,-2.4000000000000004
-0.1000000000000002,-0.8,-2.43
-2.220446049250313e-16,-0.8,-2.4400000000000004
0.09999999999999964,-0.8,-2.43
0.19999999999999973,-0.8,-2.4000000000000004
0.2999999999999998,-0.8,-2.3500000000000005
0.3999999999999997,-0.8,-2.2800000000000002
0.49999999999999956,-0.8,-2.1900000000000004
0.5999999999999996,-0.8,-2.0800000000000005
0.6999999999999997,-0.8,-1.9500000000000006
0.7999999999999996,-0.8,-1.8000000000000007
0.8999999999999995,-0.8,-1.6300000000000012
0.9999999999999996,-0.8,-1.440000000000001
-1.0,-0.7000000000000001,-1.1900000000000002
-0.9,-0.7000000000000001,-1.3800000000000001
-0.8,-0.7000000000000001,-1.55
-0.7000000000000001,-0.7000000000000001,-1.7000000000000002
-0.6000000000000001,-0.7000000000000001,-1.83
-0.5000000000000001,-0.7000000000000001,-1.94
-0.40000000000000013,-0.7000000000000001,-2.0300000000000002
-0.30000000000000016,-0.7000000000000001,-2.1
-0.20000000000000018,-0.7000000000000001,-2.1500000000000004
-0.1000000000000002,-0.7000000000000001,-2.18
-2.220446049250313e-16,-0.7000000000000001,-2.1900000000000004
0.09999999999999964,-0.7000000000000001,-2.18
0.19999999999999973,-0.7000000000000001,-2.1500000000000004
0.2999999999999998,-0.7000000000000001,-2.1000000000000005
0.3999999999999997,-0.7000000000000001,-2.0300000000000002
0.49999999999999956,-0.7000000000000001,-1.9400000000000006
0.5999999999999996,-0.7000000000000001,-1.8300000000000005
0.6999999999999997,-0.7000000000000001,-1.7000000000000006
0.7999999999999996,-0.7000000000000001,-1.5500000000000007
0.8999999999999995,-0.7000000000000001,-1.3800000000000012
0.9999999999999996,-0.7000000000000001,-1.190000000000001
-1.0,-0.6000000000000001,-0.9600000000000002
-0.9,-0.6000000000000001,-1.1500000000000001
-0.8,-0.6000000000000001,-1.32
-0.7000000000000001,-0.6000000000000001,-1.4700000000000002
-0.6000000000000001,-0.6000000000000001,-1.6
-0.5000000000000001,-0.6000000000000001,-1.71
-0.40000000000000013,-0.6000000000000001,-1.8
-0.30000000000000016,-0.6000000000000001,-1.87
-0.20000000000000018,-0.6000000000000001,-1.9200000000000002
-0.1000000000000002,-0.6000000000000001,-1.9500000000000002
-2.220446049250313e-16,-0.6000000000000001,-1.9600000000000002
0.09999999999999964,-0.6000000000000001,-1.9500000000000002
0.19999999999999973,-0.6000000000000001,-1.9200000000000004
0.2999999999999998,-0.6000000000000001,-1.8700000000000003
0.3999999999999997,-0.6000000000000001,-1.8000000000000005
0.49999999999999956,-0.6000000000000001,-1.7100000000000006
0.5999999999999996,-0.6000000000000001,-1.6000000000000005
0.6999999999999997,-0.6000000000000001,-1.4700000000000006
0.7999999999999996,-0.6000000000000001,-1.3200000000000007
0.8999999999999995,-0.6000000000000001,-1.1500000000000012
0.9999999999999996,-0.6000000000000001,-0.9600000000000011
-1.0,-0.5000000000000001,-0.7500000000000002
-0.9,-0.5000000000000001,-0.9400000000000002
-0.8,-0.5000000000000001,-1.11
-0.7000000000000001,-0.5000000000000001,-1.2600000000000002
-0.6000000000000001,-0.5000000000000001,-1.3900000000000001
-0.5000000000000001,-0.5000000000000001,-1.5
-0.40000000000000013,-0.5000000000000001,-1.59
-0.30000000000000016,-0.5000000000000001,-1.6600000000000001
-0.20000000000000018,-0.5000000000000001,-1.7100000000000002
-0.1000000000000002,-0.5000000000000001,-1.7400000000000002
-2.220446049250313e-16,-0.5000000000000001,-1.7500000000000002
0.09999999999999964,-0.5000000000000001,-1.7400000000000002
0.19999999999999973,-0.5000000000000001,-1.7100000000000004
0.2999999999999998,-0.5000000000000001,-1.6600000000000004
0.3999999999999997,-0.5000000000000001,-1.5900000000000005
0.49999999999999956,-0.5000000000000001,-1.5000000000000007
0.5999999999999996,-0.5000000000000001,-1.3900000000000006
0.6999999999999997,-0.5000000000000001,-1.2600000000000007
0.7999999999999996,-0.5000000000000001,-1.1100000000000008
0.8999999999999995,-0.5000000000000001,-0.9400000000000012
0.9999999999999996,-0.5000000000000001,-0.7500000000000011
-1.0,-0.40000000000000013,-0.5600000000000003
-0.9,-0.40000000000000013,-0.7500000000000002
-0.8,-0.40000000000000013,-0.9200000000000002
-0.7000000000000001,-0.40000000000000013,-1.0700000000000003
-0.6000000000000001,-0.40000000000000013,-1.2000000000000002
-0.5000000000000001,-0.40000000000000013,-1.31
-0.40000000000000013,-0.40000000000000013,-1.4000000000000001
-0.30000000000000016,-0.40000000000000013,-1.4700000000000002
-0.20000000000000018,-0.40000000000000013,-1.5200000000000002
-0.1000000000000002,-0.40000000000000013,-1.5500000000000003
-2.220446049250313e-16,-0.40000000000000013,-1.5600000000000003
0.09999999999999964,-0.40000000000000013,-1.5500000000000003
0.19999999999999973,-0.40000000000000013,-1.5200000000000005
0.2999999999999998,-0.40000000000000013,-1.4700000000000004
0.3999999999999997,-0.40000000000000013,-1.4000000000000004
0.49999999999999956,-0.40000000000000013,-1.3100000000000007
0.5999999999999996,-0.40000000000000013,-1.2000000000000006
0.6999999999999997,-0.40000000000000013,-1.0700000000000007
0.7999999999999996,-0.40000000000000013,-0.9200000000000009
0.8999999999999995,-0.40000000000000013,-0.7500000000000012
0.9999999999999996,-0.40000000000000013,-0.5600000000000012
-1.0,-0.30000000000000016,-0.39000000000000024
-0.9,-0.30000000000000016,-0.5800000000000002
-0.8,-0.30000000000000016,-0.7500000000000001
-0.7000000000000001,-0.30000000000000016,-0.9000000000000001
-0.6000000000000001,-0.30000000000000016,-1.0300000000000002
-0.5000000000000001,-0.30000000000000016,-1.1400000000000001
-0.40000000000000013,-0.30000000000000016,-1.2300000000000002
-0.30000000000000016,-0.30000000000000016,-1.3000000000000003
-0.20000000000000018,-0.30000000000000016,-1.35
-0.1000000000000002,-0.30000000000000016,-1.3800000000000003
-2.220446049250313e-16,-0.30000000000000016,-1.3900000000000001
0.09999999999999964,-0.30000000000000016,-1.3800000000000003
0.19999999999999973,-0.30000000000000016,-1.3500000000000003
0.2999999999999998,-0.30000000000000016,-1.3000000000000003
0.3999999999999997,-0.30000000000000016,-1.2300000000000004
0.49999999999999956,-0.30000000000000016,-1.1400000000000006
0.5999999999999996,-0.30000000000000016,-1.0300000000000007
0.6999999999999997,-0.30000000000000016,-0.9000000000000006
0.7999999999999996,-0.30000000000000016,-0.7500000000000009
0.8999999999999995,-0.30000000000000016,-0.5800000000000012
0.9999999999999996,-0.30000000000000016,-0.3900000000000011
-1.0,-0.20000000000000018,-0.2400000000000002
-0.9,-0.20000000000000018,-0.43000000000000016
-0.8,-0.20000000000000018,-0.6000000000000001
-0.7000000000000001,-0.20000000000000018,-0.7500000000000002
-0.6000000000000001,-0.20000000000000018,-0.8800000000000001
-0.5000000000000001,-0.20000000000000018,-0.9900000000000001
-0.40000000000000013,-0.20000000000000018,-1.08
-0.30000000000000016,-0.20000000000000018,-1.1500000000000001
-0.20000000000000018,-0.20000000000000018,-1.2000000000000002
-0.1000000000000002,-0.20000000000000018,-1.2300000000000002
-2.220446049250313e-16,-0.20000000000000018,-1.2400000000000002
0.09999999999999964,-0.20000000000000018,-1.2300000000000004
0.19999999999999973,-0.20000000000000018,-1.2000000000000004
0.2999999999999998,-0.20000000000000018,-1.1500000000000004
0.3999999999999997,-0.20000000000000018,-1.0800000000000005
0.49999999999999956,-0.20000000000000018,-0.9900000000000007
0.5999999999999996,-0.20000000000000018,-0.8800000000000007
0.6999999999999997,-0.20000000000000018,-0.7500000000000007
0.7999999999999996,-0.20000000000000018,-0.6000000000000009
0.8999999999999995,-0.20000000000000018,-0.43000000000000116
0.9999999999999996,-0.20000000000000018,-0.2400000000000011
-1.0,-0.1000000000000002,-0.11000000000000021
-0.9,-0.1000000000000002,-0.30000000000000016
-0.8,-0.1000000000000002,-0.4700000000000001
-0.7000000000000001,-0.1000000000000002,-0.6200000000000001
-0.6000000000000001,-0.1000000000000002,-0.7500000000000002
-0.5000000000000001,-0.1000000000000002,-0.8600000000000001
-0.40000000000000013,-0.1000000000000002,-0.9500000000000002
-0.30000000000000016,-0.1000000000000002,-1.0200000000000002
